original,tokenized,token_count,word_count
ᱱᱤᱭᱟᱹ ᱯᱚᱞᱤᱥᱤ ᱞᱟᱹᱜᱤᱫ ᱠᱚᱢ ᱩᱛᱟᱹᱨ ᱮᱱᱴᱨᱤ ᱩᱢᱮᱨ ᱫᱚ ᱛᱤᱱᱟᱹᱜ,ᱱ ᱤ ᱭ ᱟ ᱹ   ᱯ ᱚ ᱞ ᱤ ᱥ ᱤ   ᱞ ᱟ ᱹ ᱜ ᱤ ᱫ   ᱠ ᱚ ᱢ   ᱩ ᱛ ᱟ ᱹ ᱨ   ᱮ ᱱ ᱴ ᱨ ᱤ   ᱩ ᱢ ᱮ ᱨ   ᱫ ᱚ   ᱛ ᱤ ᱱ ᱟ ᱹ ᱜ,42,9
ᱡᱚᱛᱚᱠᱷᱚᱱ ᱰᱷᱮᱨ ᱮᱱᱴᱨᱤ ᱩᱢᱮᱨ ᱫᱚ ᱛᱤᱱᱟᱹᱜ,ᱡ ᱚ ᱛ ᱚ ᱠ ᱷ ᱚ ᱱ   ᱰ ᱷ ᱮ ᱨ   ᱮ ᱱ ᱴ ᱨ ᱤ   ᱩ ᱢ ᱮ ᱨ   ᱫ ᱚ   ᱛ ᱤ ᱱ ᱟ ᱹ ᱜ,29,6
ᱠᱚᱢ ᱩᱛᱟᱹᱨ ᱢᱩᱬᱩᱛ ᱨᱟᱥᱤ ᱫᱚ ᱵᱟᱨ ᱞᱟᱠᱷ ᱴᱟᱠᱟ ᱾,ᱠ ᱚ ᱢ   ᱩ ᱛ ᱟ ᱹ ᱨ   ᱢ ᱩ ᱬ ᱩ ᱛ   ᱨ ᱟ ᱥ ᱤ   ᱫ ᱚ   ᱵ ᱟ ᱨ   ᱞ ᱟ ᱠ ᱷ   ᱴ ᱟ ᱠ ᱟ   ᱾,31,9
ᱠᱚᱢ ᱩᱛᱟᱹᱨ ᱮᱱᱴᱨᱤ ᱩᱢᱟᱹᱨ ᱫᱚ ᱙᱐ ᱫᱤᱱ ᱾,ᱠ ᱚ ᱢ   ᱩ ᱛ ᱟ ᱹ ᱨ   ᱮ ᱱ ᱴ ᱨ ᱤ   ᱩ ᱢ ᱟ ᱹ ᱨ   ᱫ ᱚ   ᱙ ᱐   ᱫ ᱤ ᱱ   ᱾,26,8
ᱱᱤᱭᱟᱹ ᱯᱚᱞᱤᱥᱤ ᱞᱟᱹᱜᱤᱫ ᱡᱚᱛᱚᱠᱷᱚᱱ ᱡᱟᱹᱥᱛᱤ ᱮᱱᱴᱨᱤ ᱩᱢᱟᱹᱨ ᱫᱚ ᱕᱕ ᱥᱮᱨᱢᱟ ᱾,ᱱ ᱤ ᱭ ᱟ ᱹ   ᱯ ᱚ ᱞ ᱤ ᱥ ᱤ   ᱞ ᱟ ᱹ ᱜ ᱤ ᱫ   ᱡ ᱚ ᱛ ᱚ ᱠ ᱷ ᱚ ᱱ   ᱡ ᱟ ᱹ ᱥ ᱛ ᱤ   ᱮ ᱱ ᱴ ᱨ ᱤ   ᱩ ᱢ ᱟ ᱹ ᱨ   ᱫ ᱚ   ᱕ ᱕   ᱥ ᱮ ᱨ ᱢ ᱟ   ᱾,51,11
ᱛᱮᱛᱮᱫ ᱞᱟᱹᱜᱤᱫ ᱟᱭᱢᱟ ᱥᱟᱨᱦᱟᱣ ᱾,ᱛ ᱮ ᱛ ᱮ ᱫ   ᱞ ᱟ ᱹ ᱜ ᱤ ᱫ   ᱟ ᱭ ᱢ ᱟ   ᱥ ᱟ ᱨ ᱦ ᱟ ᱣ   ᱾,22,5
ᱱᱚᱣᱟ ᱯᱚᱞᱤᱥᱤ ᱨᱮᱭᱟᱜ ᱜᱩᱡᱩᱜ ᱥᱩᱵᱤᱫᱷᱟ ᱠᱩ ᱫᱚ ᱪᱮᱫ ᱠᱩ,ᱱ ᱚ ᱣ ᱟ   ᱯ ᱚ ᱞ ᱤ ᱥ ᱤ   ᱨ ᱮ ᱭ ᱟ ᱜ   ᱜ ᱩ ᱡ ᱩ ᱜ   ᱥ ᱩ ᱵ ᱤ ᱫ ᱷ ᱟ   ᱠ ᱩ   ᱫ ᱚ   ᱪ ᱮ ᱫ   ᱠ ᱩ,36,9
ᱪᱮᱫ ᱤᱧ ᱫᱚ ᱥᱮᱨᱢᱟᱻᱠᱮᱻᱥᱮᱨᱢᱟ ᱯᱨᱤᱢᱤᱭᱟᱢᱤᱧ ᱮᱢ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ,ᱪ ᱮ ᱫ   ᱤ ᱧ   ᱫ ᱚ   ᱥ ᱮ ᱨ ᱢ ᱟ ᱻ ᱠ ᱮ ᱻ ᱥ ᱮ ᱨ ᱢ ᱟ   ᱯ ᱨ ᱤ ᱢ ᱤ ᱭ ᱟ ᱢ ᱤ ᱧ   ᱮ ᱢ   ᱫ ᱟ ᱲ ᱮ ᱭ ᱟ ᱜ ᱼ ᱟ,42,7
"ᱯᱟᱹᱦᱤᱞ ᱢᱚᱸᱲᱮ ᱥᱮᱨᱢᱟᱨᱮ ᱜᱩᱡᱩᱜ ᱦᱩᱭᱞᱮᱱ ᱠᱷᱟᱱ, ᱜᱩᱡᱩᱜ ᱞᱟᱹᱜᱤᱫ ᱵᱤᱢᱟᱹᱣᱟᱠᱟᱱ ᱠᱟᱹᱣᱰᱤ ᱮᱢᱚᱜᱚᱜᱼᱟ ᱾","ᱯ ᱟ ᱹ ᱦ ᱤ ᱞ   ᱢ ᱚ ᱸ ᱲ ᱮ   ᱥ ᱮ ᱨ ᱢ ᱟ ᱨ ᱮ   ᱜ ᱩ ᱡ ᱩ ᱜ   ᱦ ᱩ ᱭ ᱞ ᱮ ᱱ   ᱠ ᱷ ᱟ ᱱ ,   ᱜ ᱩ ᱡ ᱩ ᱜ   ᱞ ᱟ ᱹ ᱜ ᱤ ᱫ   ᱵ ᱤ ᱢ ᱟ ᱹ ᱣ ᱟ ᱠ ᱟ ᱱ   ᱠ ᱟ ᱹ ᱣ ᱰ ᱤ   ᱮ ᱢ ᱚ ᱜ ᱚ ᱜ ᱼ ᱟ   ᱾",70,12
"ᱢᱚᱸᱬᱮ ᱯᱚᱞᱤᱥᱤ ᱥᱮᱨᱢᱟ ᱯᱩᱨᱟᱹᱣ ᱛᱟᱭᱚᱢ ᱢᱮᱱᱠᱷᱟᱱ ᱢᱮᱭᱟᱫ ᱯᱩᱨᱟᱹᱣ ᱢᱟᱹᱦᱤᱫ ᱞᱟᱦᱟ ᱜᱩᱡᱩᱜᱨᱮ, ᱜᱩᱡᱩᱜ ᱟᱨ ᱯᱟᱹᱛᱭᱟᱹᱣ ᱥᱟᱶ ᱡᱚᱯᱚᱲᱟᱣ ᱵᱤᱢᱟᱹ ᱠᱟᱹᱣᱰᱤ, ᱡᱩᱫᱤ ᱛᱟᱦᱮᱸᱱᱟ, ᱮᱢᱚᱜᱚᱜᱼᱟ ᱾","ᱢ ᱚ ᱸ ᱬ ᱮ   ᱯ ᱚ ᱞ ᱤ ᱥ ᱤ   ᱥ ᱮ ᱨ ᱢ ᱟ   ᱯ ᱩ ᱨ ᱟ ᱹ ᱣ   ᱛ ᱟ ᱭ ᱚ ᱢ   ᱢ ᱮ ᱱ ᱠ ᱷ ᱟ ᱱ   ᱢ ᱮ ᱭ ᱟ ᱫ   ᱯ ᱩ ᱨ ᱟ ᱹ ᱣ   ᱢ ᱟ ᱹ ᱦ ᱤ ᱫ   ᱞ ᱟ ᱦ ᱟ   ᱜ ᱩ ᱡ ᱩ ᱜ ᱨ ᱮ ,   ᱜ ᱩ ᱡ ᱩ ᱜ   ᱟ ᱨ   ᱯ ᱟ ᱹ ᱛ ᱭ ᱟ ᱹ ᱣ   ᱥ ᱟ ᱶ   ᱡ ᱚ ᱯ ᱚ ᱲ ᱟ ᱣ   ᱵ ᱤ ᱢ ᱟ ᱹ   ᱠ ᱟ ᱹ ᱣ ᱰ ᱤ ,   ᱡ ᱩ ᱫ ᱤ   ᱛ ᱟ ᱦ ᱮ ᱸ ᱱ ᱟ ,   ᱮ ᱢ ᱚ ᱜ ᱚ ᱜ ᱼ ᱟ   ᱾",121,22
ᱡᱚᱛᱚ ᱵᱟᱹᱠᱤ ᱠᱟᱹᱣᱰᱤ ᱮᱢᱟᱠᱟᱱ ᱠᱷᱟᱱ ᱱᱤᱭᱟᱹ ᱫᱚ ᱮᱢᱚᱜᱚᱜᱼᱟ ᱾,ᱡ ᱚ ᱛ ᱚ   ᱵ ᱟ ᱹ ᱠ ᱤ   ᱠ ᱟ ᱹ ᱣ ᱰ ᱤ   ᱮ ᱢ ᱟ ᱠ ᱟ ᱱ   ᱠ ᱷ ᱟ ᱱ   ᱱ ᱤ ᱭ ᱟ ᱹ   ᱫ ᱚ   ᱮ ᱢ ᱚ ᱜ ᱚ ᱜ ᱼ ᱟ   ᱾,41,9
"ᱯᱨᱤᱢᱤᱭᱟᱢ ᱫᱚ ᱱᱤᱭᱟᱹᱢ ᱞᱮᱠᱟᱛᱮ ᱥᱮᱨᱢᱟᱠᱤᱭᱟᱹ, ᱛᱟᱞᱟ ᱥᱮᱨᱢᱟᱠᱤᱭᱟᱹ, ᱯᱮ ᱪᱟᱸᱫᱩᱠᱤᱭᱟᱹ ᱥᱮ ᱪᱟᱸᱫᱩᱠᱤᱭᱟᱹ ᱛᱟᱞᱟᱢᱟᱞᱟᱨᱮ ᱮᱢᱚᱜᱚᱜᱼᱟ ᱾","ᱯ ᱨ ᱤ ᱢ ᱤ ᱭ ᱟ ᱢ   ᱫ ᱚ   ᱱ ᱤ ᱭ ᱟ ᱹ ᱢ   ᱞ ᱮ ᱠ ᱟ ᱛ ᱮ   ᱥ ᱮ ᱨ ᱢ ᱟ ᱠ ᱤ ᱭ ᱟ ᱹ ,   ᱛ ᱟ ᱞ ᱟ   ᱥ ᱮ ᱨ ᱢ ᱟ ᱠ ᱤ ᱭ ᱟ ᱹ ,   ᱯ ᱮ   ᱪ ᱟ ᱸ ᱫ ᱩ ᱠ ᱤ ᱭ ᱟ ᱹ   ᱥ ᱮ   ᱪ ᱟ ᱸ ᱫ ᱩ ᱠ ᱤ ᱭ ᱟ ᱹ   ᱛ ᱟ ᱞ ᱟ ᱢ ᱟ ᱞ ᱟ ᱨ ᱮ   ᱮ ᱢ ᱚ ᱜ ᱚ ᱜ ᱼ ᱟ   ᱾",91,14
ᱤᱧ ᱫᱚ ᱪᱮᱫ ᱢᱮᱭᱟᱫ ᱯᱩᱨᱟᱹᱣ ᱢᱟᱹᱦᱤᱛ ᱞᱟᱦᱟᱨᱮ ᱯᱚᱞᱤᱥᱤᱧ ᱪᱟᱵᱟ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ,ᱤ ᱧ   ᱫ ᱚ   ᱪ ᱮ ᱫ   ᱢ ᱮ ᱭ ᱟ ᱫ   ᱯ ᱩ ᱨ ᱟ ᱹ ᱣ   ᱢ ᱟ ᱹ ᱦ ᱤ ᱛ   ᱞ ᱟ ᱦ ᱟ ᱨ ᱮ   ᱯ ᱚ ᱞ ᱤ ᱥ ᱤ ᱧ   ᱪ ᱟ ᱵ ᱟ   ᱫ ᱟ ᱲ ᱮ ᱭ ᱟ ᱜ ᱼ ᱟ,50,10
ᱢᱩᱪᱟᱹᱫ ᱠᱟᱹᱣᱰᱤ ᱫᱚ ᱛᱤᱱᱟᱹᱜ ᱦᱩᱭᱩᱩᱜᱼᱟ,ᱢ ᱩ ᱪ ᱟ ᱹ ᱫ   ᱠ ᱟ ᱹ ᱣ ᱰ ᱤ   ᱫ ᱚ   ᱛ ᱤ ᱱ ᱟ ᱹ ᱜ   ᱦ ᱩ ᱭ ᱩ ᱩ ᱜ ᱼ ᱟ,28,5
"ᱦᱮᱸ, ᱯᱚᱞᱤᱥᱤ ᱢᱮᱱᱟᱜ ᱦᱚᱲ ᱢᱮᱭᱟᱫ ᱯᱩᱨᱟᱹᱣ ᱞᱟᱦᱟᱨᱮ ᱯᱮ ᱥᱮᱨᱢᱟ ᱯᱩᱨᱟᱹᱣ ᱛᱟᱭᱚᱢ ᱯᱚᱞᱤᱥᱤᱭ ᱪᱟᱵᱟ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾","ᱦ ᱮ ᱸ ,   ᱯ ᱚ ᱞ ᱤ ᱥ ᱤ   ᱢ ᱮ ᱱ ᱟ ᱜ   ᱦ ᱚ ᱲ   ᱢ ᱮ ᱭ ᱟ ᱫ   ᱯ ᱩ ᱨ ᱟ ᱹ ᱣ   ᱞ ᱟ ᱦ ᱟ ᱨ ᱮ   ᱯ ᱮ   ᱥ ᱮ ᱨ ᱢ ᱟ   ᱯ ᱩ ᱨ ᱟ ᱹ ᱣ   ᱛ ᱟ ᱭ ᱚ ᱢ   ᱯ ᱚ ᱞ ᱤ ᱥ ᱤ ᱭ   ᱪ ᱟ ᱵ ᱟ   ᱫ ᱟ ᱲ ᱮ ᱭ ᱟ ᱜ ᱼ ᱟ   ᱾",74,15
ᱟᱢ ᱫᱚ ᱠᱚᱢ ᱠᱟᱭᱛᱮ ᱓ ᱥᱮᱨᱢᱟ ᱞᱟᱹᱜᱤᱫ ᱵᱷᱟᱜᱤ ᱥᱟᱹᱦᱤᱫᱛᱮ ᱯᱨᱤᱢᱤᱭᱟᱢ ᱮᱢ ᱦᱩᱭᱩᱜ ᱛᱟᱭᱟ ᱾,ᱟ ᱢ   ᱫ ᱚ   ᱠ ᱚ ᱢ   ᱠ ᱟ ᱭ ᱛ ᱮ   ᱓   ᱥ ᱮ ᱨ ᱢ ᱟ   ᱞ ᱟ ᱹ ᱜ ᱤ ᱫ   ᱵ ᱷ ᱟ ᱜ ᱤ   ᱥ ᱟ ᱹ ᱦ ᱤ ᱫ ᱛ ᱮ   ᱯ ᱨ ᱤ ᱢ ᱤ ᱭ ᱟ ᱢ   ᱮ ᱢ   ᱦ ᱩ ᱭ ᱩ ᱜ   ᱛ ᱟ ᱭ ᱟ   ᱾,57,14
"ᱦᱚᱨᱟ ᱨᱮᱭᱟᱜ ᱵᱤᱪᱷᱱᱟᱹᱣ ᱵᱚᱨᱱᱚᱱ ᱟᱞᱮᱭᱟᱜ ᱵᱮᱱᱟᱣ ᱞᱮᱠᱷᱟ ᱠᱷᱚᱱ ᱮᱠᱥᱮᱥ ᱦᱩᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ, ᱫᱟᱭᱟᱠᱟᱛᱮ ᱱᱚᱣᱟ ᱧᱮᱞᱢᱮ ᱾","ᱦ ᱚ ᱨ ᱟ   ᱨ ᱮ ᱭ ᱟ ᱜ   ᱵ ᱤ ᱪ ᱷ ᱱ ᱟ ᱹ ᱣ   ᱵ ᱚ ᱨ ᱱ ᱚ ᱱ   ᱟ ᱞ ᱮ ᱭ ᱟ ᱜ   ᱵ ᱮ ᱱ ᱟ ᱣ   ᱞ ᱮ ᱠ ᱷ ᱟ   ᱠ ᱷ ᱚ ᱱ   ᱮ ᱠ ᱥ ᱮ ᱥ   ᱦ ᱩ ᱭ   ᱫ ᱟ ᱲ ᱮ ᱭ ᱟ ᱜ ᱼ ᱟ ,   ᱫ ᱟ ᱭ ᱟ ᱠ ᱟ ᱛ ᱮ   ᱱ ᱚ ᱣ ᱟ   ᱧ ᱮ ᱞ ᱢ ᱮ   ᱾",79,15
ᱛᱮᱛᱮᱫ ᱫᱚ ᱥᱟᱹᱨᱤᱜᱤ ᱟᱭᱢᱟᱭ ᱜᱚᱲᱚᱣᱟᱠᱟᱫᱤᱧᱟ ᱾,ᱛ ᱮ ᱛ ᱮ ᱫ   ᱫ ᱚ   ᱥ ᱟ ᱹ ᱨ ᱤ ᱜ ᱤ   ᱟ ᱭ ᱢ ᱟ ᱭ   ᱜ ᱚ ᱲ ᱚ ᱣ ᱟ ᱠ ᱟ ᱫ ᱤ ᱧ ᱟ   ᱾,32,6
ᱟᱭᱢᱟ ᱥᱟᱨᱦᱟᱣ,ᱟ ᱭ ᱢ ᱟ   ᱥ ᱟ ᱨ ᱦ ᱟ ᱣ,10,2
ᱟᱢ ᱦᱚᱸ ᱥᱟᱹᱜᱩᱱ ᱫᱟᱨᱟᱢ ᱾,ᱟ ᱢ   ᱦ ᱚ ᱸ   ᱥ ᱟ ᱹ ᱜ ᱩ ᱱ   ᱫ ᱟ ᱨ ᱟ ᱢ   ᱾,17,5
"ᱟᱢᱮᱢ ᱠᱷᱚᱡ ᱠᱷᱟᱱ, ᱤᱧ ᱟᱢ ᱥᱟᱶ ᱡᱳᱜᱟᱡᱳᱜ ᱞᱟᱹᱜᱤᱫ ᱟᱞᱮᱨᱮᱱ ᱮᱡᱮᱱᱴ ᱠᱩ ᱠᱷᱚᱱ ᱢᱤᱫ ᱦᱚᱲᱤᱧ ᱴᱷᱤᱠ ᱫᱟᱲᱮᱭᱟᱭᱟ ᱡᱟᱦᱟᱸᱭ ᱫᱚ ᱟᱢ ᱵᱤᱪᱷᱱᱟᱹᱣ ᱥᱟᱹᱦᱤᱫᱼᱮ ᱵᱚᱨᱱᱚᱱ ᱫᱟᱲᱮᱭᱟᱢᱟ ᱾","ᱟ ᱢ ᱮ ᱢ   ᱠ ᱷ ᱚ ᱡ   ᱠ ᱷ ᱟ ᱱ ,   ᱤ ᱧ   ᱟ ᱢ   ᱥ ᱟ ᱶ   ᱡ ᱳ ᱜ ᱟ ᱡ ᱳ ᱜ   ᱞ ᱟ ᱹ ᱜ ᱤ ᱫ   ᱟ ᱞ ᱮ ᱨ ᱮ ᱱ   ᱮ ᱡ ᱮ ᱱ ᱴ   ᱠ ᱩ   ᱠ ᱷ ᱚ ᱱ   ᱢ ᱤ ᱫ   ᱦ ᱚ ᱲ ᱤ ᱧ   ᱴ ᱷ ᱤ ᱠ   ᱫ ᱟ ᱲ ᱮ ᱭ ᱟ ᱭ ᱟ   ᱡ ᱟ ᱦ ᱟ ᱸ ᱭ   ᱫ ᱚ   ᱟ ᱢ   ᱵ ᱤ ᱪ ᱷ ᱱ ᱟ ᱹ ᱣ   ᱥ ᱟ ᱹ ᱦ ᱤ ᱫ ᱼ ᱮ   ᱵ ᱚ ᱨ ᱱ ᱚ ᱱ   ᱫ ᱟ ᱲ ᱮ ᱭ ᱟ ᱢ ᱟ   ᱾",111,24
ᱟᱢ ᱫᱚ ᱪᱮᱫ ᱟᱢᱟᱜ ᱯᱷᱳᱱ ᱱᱚᱢᱵᱚᱨᱮᱢ ᱮᱢ ᱫᱟᱲᱮᱭᱟᱹᱧᱟ,ᱟ ᱢ   ᱫ ᱚ   ᱪ ᱮ ᱫ   ᱟ ᱢ ᱟ ᱜ   ᱯ ᱷ ᱳ ᱱ   ᱱ ᱚ ᱢ ᱵ ᱚ ᱨ ᱮ ᱢ   ᱮ ᱢ   ᱫ ᱟ ᱲ ᱮ ᱭ ᱟ ᱹ ᱧ ᱟ,34,8
ᱚᱱᱟᱜᱤ ᱵᱷᱟᱜᱤᱜᱼᱟ,ᱚ ᱱ ᱟ ᱜ ᱤ   ᱵ ᱷ ᱟ ᱜ ᱤ ᱜ ᱼ ᱟ,13,2
ᱤᱧᱟᱜ ᱯᱷᱳᱱ ᱱᱚᱢᱵᱚᱨ ᱚᱞ ᱫᱚᱦᱚᱭ ᱢᱮ ᱾,ᱤ ᱧ ᱟ ᱜ   ᱯ ᱷ ᱳ ᱱ   ᱱ ᱚ ᱢ ᱵ ᱚ ᱨ   ᱚ ᱞ   ᱫ ᱚ ᱦ ᱚ ᱭ   ᱢ ᱮ   ᱾,24,7
"ᱦᱮᱞᱳ, ᱤᱧᱫᱚ ᱩᱛᱟᱹᱨᱼᱯᱩᱨᱩᱵᱽ ᱥᱮᱱᱟᱜ ᱮᱥᱤᱱ ᱦᱚᱨᱟᱧ ᱯᱟᱸᱡᱟᱭᱮᱫᱟ ᱾","ᱦ ᱮ ᱞ ᱳ ,   ᱤ ᱧ ᱫ ᱚ   ᱩ ᱛ ᱟ ᱹ ᱨ ᱼ ᱯ ᱩ ᱨ ᱩ ᱵ ᱽ   ᱥ ᱮ ᱱ ᱟ ᱜ   ᱮ ᱥ ᱤ ᱱ   ᱦ ᱚ ᱨ ᱟ ᱧ   ᱯ ᱟ ᱸ ᱡ ᱟ ᱭ ᱮ ᱫ ᱟ   ᱾",45,8
"ᱤᱧᱨᱮᱱ ᱜᱟᱛᱮ, ᱥᱤᱨᱤᱞ ᱤᱧᱮ ᱞᱟᱹᱭᱟᱹᱧ ᱠᱟᱱᱛᱟᱦᱮᱸ ᱡᱚᱢᱟᱜ ᱟᱨ ᱡᱚᱢ ᱡᱤᱨᱟᱹᱣ ᱚᱲᱟᱜ ᱨᱮᱭᱟᱜ ᱠᱟᱛᱷᱟ ᱞᱟᱹᱜᱤᱫᱛᱮ ᱟᱢᱜᱮ ᱡᱚᱛᱷᱟᱛ ᱦᱚᱲ ᱠᱟᱱᱟᱢ ᱾","ᱤ ᱧ ᱨ ᱮ ᱱ   ᱜ ᱟ ᱛ ᱮ ,   ᱥ ᱤ ᱨ ᱤ ᱞ   ᱤ ᱧ ᱮ   ᱞ ᱟ ᱹ ᱭ ᱟ ᱹ ᱧ   ᱠ ᱟ ᱱ ᱛ ᱟ ᱦ ᱮ ᱸ   ᱡ ᱚ ᱢ ᱟ ᱜ   ᱟ ᱨ   ᱡ ᱚ ᱢ   ᱡ ᱤ ᱨ ᱟ ᱹ ᱣ   ᱚ ᱲ ᱟ ᱜ   ᱨ ᱮ ᱭ ᱟ ᱜ   ᱠ ᱟ ᱛ ᱷ ᱟ   ᱞ ᱟ ᱹ ᱜ ᱤ ᱫ ᱛ ᱮ   ᱟ ᱢ ᱜ ᱮ   ᱡ ᱚ ᱛ ᱷ ᱟ ᱛ   ᱦ ᱚ ᱲ   ᱠ ᱟ ᱱ ᱟ ᱢ   ᱾",90,19
"ᱦᱮᱸ, ᱤᱧ ᱵᱮᱥ ᱠᱤᱪᱷᱤ ᱫᱤᱱ ᱱᱤᱭᱟᱹ ᱴᱷᱟᱶᱨᱮᱧ ᱛᱟᱦᱮᱸᱠᱟᱱᱟ, ᱚᱱᱟᱛᱮ ᱡᱚᱢᱟᱜ ᱤᱫᱤ ᱠᱟᱛᱮᱜ ᱥᱟᱞᱦᱟ ᱮᱢᱚᱜ ᱨᱮ ᱤᱧ ᱟᱢᱤᱧ ᱜᱚᱲᱚ ᱫᱟᱲᱮᱭᱟᱢᱟ ᱾","ᱦ ᱮ ᱸ ,   ᱤ ᱧ   ᱵ ᱮ ᱥ   ᱠ ᱤ ᱪ ᱷ ᱤ   ᱫ ᱤ ᱱ   ᱱ ᱤ ᱭ ᱟ ᱹ   ᱴ ᱷ ᱟ ᱶ ᱨ ᱮ ᱧ   ᱛ ᱟ ᱦ ᱮ ᱸ ᱠ ᱟ ᱱ ᱟ ,   ᱚ ᱱ ᱟ ᱛ ᱮ   ᱡ ᱚ ᱢ ᱟ ᱜ   ᱤ ᱫ ᱤ   ᱠ ᱟ ᱛ ᱮ ᱜ   ᱥ ᱟ ᱞ ᱦ ᱟ   ᱮ ᱢ ᱚ ᱜ   ᱨ ᱮ   ᱤ ᱧ   ᱟ ᱢ ᱤ ᱧ   ᱜ ᱚ ᱲ ᱚ   ᱫ ᱟ ᱲ ᱮ ᱭ ᱟ ᱢ ᱟ   ᱾",87,20
"ᱠᱷᱚᱨ, ᱢᱤᱫ ᱚᱥᱚᱢᱤᱭᱟᱹ ᱡᱚᱢᱟᱜ ᱠᱟᱱᱟ, ᱮᱛᱚᱦᱚᱵ ᱞᱟᱹᱜᱤᱫ ᱱᱚᱶᱟ ᱢᱤᱫ ᱱᱟᱯᱟᱭ ᱴᱷᱟᱶ ᱠᱟᱱᱟ ᱾","ᱠ ᱷ ᱚ ᱨ ,   ᱢ ᱤ ᱫ   ᱚ ᱥ ᱚ ᱢ ᱤ ᱭ ᱟ ᱹ   ᱡ ᱚ ᱢ ᱟ ᱜ   ᱠ ᱟ ᱱ ᱟ ,   ᱮ ᱛ ᱚ ᱦ ᱚ ᱵ   ᱞ ᱟ ᱹ ᱜ ᱤ ᱫ   ᱱ ᱚ ᱶ ᱟ   ᱢ ᱤ ᱫ   ᱱ ᱟ ᱯ ᱟ ᱭ   ᱴ ᱷ ᱟ ᱶ   ᱠ ᱟ ᱱ ᱟ   ᱾",59,13
"ᱳᱦ, ᱵᱩᱡᱷᱟᱹᱣ ᱟᱠᱟᱫᱟᱹᱧ, ᱱᱚᱶᱟᱫᱚ ᱪᱮᱫ ᱵᱮᱜᱚᱨ ᱥᱤᱸᱲᱤᱪᱼᱟᱱ ᱠᱟᱱᱟ","ᱳ ᱦ ,   ᱵ ᱩ ᱡ ᱷ ᱟ ᱹ ᱣ   ᱟ ᱠ ᱟ ᱫ ᱟ ᱹ ᱧ ,   ᱱ ᱚ ᱶ ᱟ ᱫ ᱚ   ᱪ ᱮ ᱫ   ᱵ ᱮ ᱜ ᱚ ᱨ   ᱥ ᱤ ᱸ ᱲ ᱤ ᱪ ᱼ ᱟ ᱱ   ᱠ ᱟ ᱱ ᱟ",45,8
ᱱᱚᱶᱟᱫᱚ ᱪᱮᱫ ᱛᱮ ᱵᱮᱱᱟᱜᱼᱟ,ᱱ ᱚ ᱶ ᱟ ᱫ ᱚ   ᱪ ᱮ ᱫ   ᱛ ᱮ   ᱵ ᱮ ᱱ ᱟ ᱜ ᱼ ᱟ,18,4
"ᱱᱚᱶᱟᱫᱚ ᱟᱨᱟᱜ ᱪᱟᱣᱞᱮ, ᱥᱚᱜ ᱫᱟᱹᱞ ᱟᱨ ᱵᱮᱨᱮᱞ ᱯᱤᱯᱟᱹ ᱢᱮᱥᱟ ᱠᱟᱛᱮᱜ ᱵᱮᱱᱟᱣ ᱦᱩᱭᱩᱜᱼᱟ ᱚᱱᱟᱛᱮ ᱱᱚᱶᱟᱫᱚ ᱵᱮᱜᱚᱨ ᱥᱤᱸᱲᱤᱪᱼᱟᱱ ᱠᱟᱱᱟ ᱾","ᱱ ᱚ ᱶ ᱟ ᱫ ᱚ   ᱟ ᱨ ᱟ ᱜ   ᱪ ᱟ ᱣ ᱞ ᱮ ,   ᱥ ᱚ ᱜ   ᱫ ᱟ ᱹ ᱞ   ᱟ ᱨ   ᱵ ᱮ ᱨ ᱮ ᱞ   ᱯ ᱤ ᱯ ᱟ ᱹ   ᱢ ᱮ ᱥ ᱟ   ᱠ ᱟ ᱛ ᱮ ᱜ   ᱵ ᱮ ᱱ ᱟ ᱣ   ᱦ ᱩ ᱭ ᱩ ᱜ ᱼ ᱟ   ᱚ ᱱ ᱟ ᱛ ᱮ   ᱱ ᱚ ᱶ ᱟ ᱫ ᱚ   ᱵ ᱮ ᱜ ᱚ ᱨ   ᱥ ᱤ ᱸ ᱲ ᱤ ᱪ ᱼ ᱟ ᱱ   ᱠ ᱟ ᱱ ᱟ   ᱾",86,18
ᱱᱚᱶᱟ ᱵᱮᱱᱟᱣᱛᱮ ᱟᱭᱢᱟ ᱚᱥᱚᱢᱤᱭᱟᱹ ᱢᱚᱥᱞᱟ ᱠᱚ ᱞᱟᱜᱟᱜᱼᱟ ᱾,ᱱ ᱚ ᱶ ᱟ   ᱵ ᱮ ᱱ ᱟ ᱣ ᱛ ᱮ   ᱟ ᱭ ᱢ ᱟ   ᱚ ᱥ ᱚ ᱢ ᱤ ᱭ ᱟ ᱹ   ᱢ ᱚ ᱥ ᱞ ᱟ   ᱠ ᱚ   ᱞ ᱟ ᱜ ᱟ ᱜ ᱼ ᱟ   ᱾,38,8
